,I usually know all the new and emerging music artists,A music artist's social channels are the most important place for me to check in on,I don’t really think about whether or not news organizations have accurate or unbiased information,I use social media for flirting and dating,My friends are more important to me than my family,"I am eager to see my favorite artists’ video updates on social media (e.g. Vlog, Instagram Story, Snapchat etc.)",I like to discover new artists before my friends,President Obama is the worst President in US history,It isn't fair to bring up young children in a big city,It is perfectly normal if a man wears women's clothes or vice versa,Success in America is more a result of hard work rather than good fortune (having connections and good background),The government is hiding what really happened on 9/11,I think it’s fine if college athletes lose their scholarships when they get hurt and can’t play anymore,People worry too much about the environment,Politics (General Interests),The world would be a better place without smartphones,It is more ethical to be vegetarian,National news,My faith is important to me,"I have been known to ""stalk"" someone on social media","Whilst watching TV, I search the internet for products I see advertised",Family over everything,I would pay for access to magazine content online,I like to go on vacation where activities are organized for me,Anyone who watches Fox News for news is dumb,I don't care what my carbon footprint is,"Across history, religion has done more bad than good",I have never left the country,Transgender people are just confused,I prefer watching TV on my laptop or tablet,cluster
proud mary,0.016922705460042597,0.007284610393296254,-0.030621366558732738,0.04430088004677479,-0.02932077846440259,0.03456328824623367,-0.010659972891785524,-0.053668028629837716,-0.041657673316667615,-0.01193729824408385,0.0158259920334142,0.09486005641236045,-0.014284683488480304,-0.015854582115558485,0.004785168745377599,-0.010858320445103986,-0.01471329494311624,-0.014834597413859285,0.029425703514766116,0.02836629465849616,0.03043710876363795,-0.0011205988968473468,0.01105308377940395,0.013260632829273672,0.004794652849589354,-0.07065632896696827,0.010219288185973313,0.06581544240518816,-0.015314899314760655,-0.0037574905514223267,13
ready player one,0.02714170797771956,0.03530292048186223,0.00934817240439384,0.04678639149023725,0.06577162939634526,0.03747392018197049,0.07335371468955518,-0.016386720172641922,-0.0054509655736132145,0.03529016703606494,-0.04675680694493595,-0.012272178302527192,0.005249044056476637,-0.04810922214107535,-0.033774992597596754,-0.039157642411425886,0.07697218612624712,-0.004162766830560882,-0.10721683644762434,0.03564338866096667,0.003145772734245378,-0.07163196128614488,0.006016060938537071,0.029726952996127487,0.08760267921242673,0.006065156799663574,0.03988759298754921,-0.004362313050415512,-0.009678290162998426,0.04301899662285022,5
red sparrow,0.05119083315871664,0.01880640900742897,0.019658816764800024,0.11386808461361989,0.07155049701476415,0.013532387607907148,0.03819247582126006,0.051530787156059576,0.049152129268748235,0.034504697064774215,0.001907264380524798,0.012047424091332887,0.019196934530877535,0.004846024272151694,-0.006310277820779475,0.05260053996509392,0.07270101451634181,0.04246181932058715,-0.023542761690152764,0.036066557343520156,0.05072629056022826,-0.037359881540723644,0.004199078366776882,0.020494596980127622,0.003734543159302356,0.011972029524396799,0.043505090607608626,0.0011135373956002448,0.025093846499047334,0.012538456496150097,3
replicas,0.02122587098671304,0.028550271247096665,0.023474436121705286,0.0669715491489502,-0.013527989702170146,0.0342658236651428,0.009943416808007893,0.010657714171667415,0.039885057761049336,-0.015096966134874323,0.0034883040803780213,0.01215941251787589,0.04138734902966415,0.05713301662949516,-0.007157134251273456,0.025078971363189817,0.031179309286478538,0.020471954048435187,0.022401274102546123,-0.009620145005200254,0.04719063510672346,-0.0025504807187235468,0.05517147164935371,0.01737060757266197,0.03935320827402214,-0.004707501852904916,0.024886795558103553,0.02760091394216449,0.03467225680624114,0.023961284142386075,1
searching,0.055718394594506976,0.011227246114934475,0.08091781854458319,0.06907050632450751,-0.007728637537740474,0.04474142775560655,0.012040507321787963,0.013180428124276056,0.0017738433781066265,0.008450418589214387,0.020413448841177573,0.029954443785408624,0.059596546458914046,0.0016998352285689938,-0.012760113253963201,0.02058426247731243,0.03610202678487534,-0.022384661702552155,-0.03097072882499341,0.05101625463961729,-0.011254176041173708,0.002887237961097605,-0.02770206199256625,0.03398227349809785,0.00969054476584158,0.02014491028096191,0.01754157707974241,0.01488696912620402,0.01443951757622039,0.05682624784131313,5
the commuter,0.07408710075899694,0.05936118987970934,0.08815313236433836,0.10177896208538656,0.05420877039862054,0.05090753368369086,0.0535122827121689,0.06470008686259276,0.021812749563132283,-0.0012729024732774652,0.040164567374618765,0.03912138542795285,0.06523864314350764,0.050215464523774594,-0.02621695517761735,0.0681806477233351,0.048623549614461525,-0.025401685104591676,0.005168866025577118,0.05724198636323441,0.05022489236089395,0.00355687922020953,0.06993829909642693,0.05412117359265625,-0.021061650275101346,0.07215293356598154,0.04248662293594155,0.03921111060283883,0.03424087453677699,0.06506126126549913,1
the darkest minds,0.12931818931059846,0.09307883078653512,0.06803551501319563,0.09738142065307404,0.06614201222999028,0.09047648722113372,0.11803263148196338,0.030356159245635866,0.04117394163826979,0.030843197588096852,0.04553921220832155,0.05935176040272133,0.08566468932811638,0.060278335805693306,-0.04775696531208673,0.048518090713034256,0.05428005111558687,-0.04110136150262472,0.04207382922665526,0.10108605846599428,0.07109034285580154,0.022257454669581872,0.0704766988411683,0.09111107866911672,0.026655205682241015,0.04199619635395649,0.037125220287261645,0.046807583235855876,0.05056698542534058,0.09678362838883786,1
the girl in the spider's web,0.029167786050769667,0.03337560005519902,0.03666814509077207,0.03394356940817814,0.06431237651618343,0.014308230245817039,0.020916977028779454,-0.06940755220003131,-0.034606790402675724,0.02394801283382203,-0.009018235784298445,-0.012909579375358526,-0.03762425645096998,-0.030463313000790998,0.012465726215935391,0.008972863758335808,0.03240414447488171,0.048121547942761744,-0.013590993347513486,0.004249992748996595,0.019130107545007324,-0.005910708155214911,0.05362823937245159,-0.014857778813612416,0.01932277713112046,-0.027701527025287997,0.09178732786841917,-0.014398720599361758,-0.007138412211875694,-0.006209137687019806,12
the hummingbird project,0.05186436944931161,0.06628435177220168,0.0623323660248406,0.06299630106722087,0.06089757806222723,0.03142634793417087,0.05289039554999719,0.016472017694942998,0.06610239998480233,0.009960728941433739,0.006908362593157247,0.023162576459382606,0.06926820710259074,0.03580274339791881,-0.0465052789795172,0.049697757376327395,0.05770491850763801,-0.03210078768905031,0.0032879355231338336,0.0558367449449208,0.04158431488544545,0.015279073732923032,0.005272090250389938,0.017694567433932273,0.028899434719328487,0.023047508218415363,0.029455931386691975,0.03932279320968446,0.031539089259488784,0.0809162250442862,3
the hurricane heist,0.054946530292535545,0.05658023978289291,0.060638871356152424,0.11004922452581448,0.06013276220544535,0.06116448310008438,0.06185013687972993,0.03334335830955226,0.06622599822017813,0.02240787790733499,0.020326863904024634,0.057790618872490734,0.056410161748127546,0.03843986580226802,-0.03625951792050264,0.07798503922241165,0.0393505578097884,-0.05378722292263788,0.027137293046298458,0.06821027351260295,0.054718403567701746,0.011551413756096071,0.028995344287366373,0.06406943635383394,0.010089599509213343,0.06078109329286574,0.014284463528269106,0.06476052623522954,0.06041007351480826,0.05500872987768504,2
the meg,0.05693697768439013,0.010395464263904003,0.033181200321754895,0.0008377353191461878,0.007381866820732774,0.0454076077039865,0.053791563609085824,0.040979279624654585,0.03401403858231705,-0.015799640817580618,0.05667912060365679,0.03576703543985585,0.04052834215521883,0.038420195380020006,-0.06988273146054252,0.0019115682866873152,-0.010571269823691165,-0.05814587386224074,0.024395810041665494,-0.01842036095552063,0.008662563744327223,0.023618858406502435,0.006065852063288774,0.049120466036567945,-0.050245272562813165,-0.02346581269783657,-0.0018040654565804337,0.056038473853542325,0.03304100557549161,0.031347004470692025,8
the wedding guest,0.058807701474277,0.035347486511134465,0.08657056816583315,0.08026721923442384,0.09230631669697859,0.04620853256906585,0.025276255594522748,0.056610280977552885,0.037538718151192446,-0.0012406451899200643,0.03635492457073104,-0.00025836287344176145,0.04530111038293316,0.03698486983210733,-0.03495463344053537,0.032483594174151004,0.0377468612598688,-0.0330613607792363,0.042984193294879736,0.05225971071635911,0.03337962080658738,0.02176244953289487,0.06866810143467988,0.04416141771570595,0.03295006278126686,0.058604961505743236,-0.027958678384829044,-0.0038020399490127643,0.04228772640987,0.0651745475343881,1
tyler perry's acrimony,0.06330247613822848,0.032745964302717145,0.028717482799202027,-0.009140096081857646,0.01708759864295148,0.05171958054690298,0.058835702253416555,-0.07699915268176485,-0.02089924385093425,0.0037131145163707413,-0.02538483154390525,0.07228490657710812,-0.003867783557243487,-0.05532069511959678,-0.027802826648314377,-0.0071569901446035256,0.017154360700377014,-0.06144980119648982,0.0656889487636085,0.005089578377148213,0.03506138257439001,0.0438532818855589,-0.021519079217876297,0.033116875557414965,-0.01852591638089912,-0.029168923297341137,0.0007382967423938402,0.09774219298282175,-0.011739332632068944,0.0570406521153177,6
upgrade,0.04012085632555676,0.04671585918772614,0.02429107919897544,0.05045545654088618,0.03729244171460408,0.03306232841728396,0.05691259163177237,0.050663470263016874,0.07013148440154376,0.015689836682763775,0.015093695910634058,0.026863820914419606,0.06139917990228816,0.045896953387790235,-0.027522395600811156,0.010155209113200225,0.08598553385591892,-0.022840093942836953,-0.002296164651132915,0.08015812202016509,0.03755837382332927,-0.04397396173348539,0.0886876562547727,0.029936010585100703,-0.005623445786835185,0.053378461820353384,0.01418662105479862,0.03603525331440818,0.03875187794333099,0.0352206485040395,3
winchester,-0.0023647931483907064,-0.021843679085788104,0.024413555246358937,-0.004383570191956843,-0.014576994077691141,0.01280492920403807,0.0035016514655500375,0.0150679665560228,0.030356754466904612,-0.008573900684068436,-0.0029837191758301795,0.021725544377631675,0.014671171281370132,0.056811116380418525,-0.04331648020663009,0.003425232577663473,-0.00846743110330675,-0.03655750677707384,0.028191618861253334,0.018171848957164533,0.03511586862121849,0.004304710030121783,0.02174238620418209,-0.016799398340733324,-0.017419586872242154,0.02193502354181645,0.006040109288448642,0.05500371455928185,0.02411321974824976,0.008998593373410496,8
wind river,0.005266741441554562,0.009003267555579578,0.00022160995407422002,0.009115567455570892,0.018278723347347786,0.03974813333007789,0.01816150642412935,0.027343075432687797,0.024346885513541777,0.008285802464676709,0.029225311588411712,-0.006302775896651097,0.02510094342189481,0.04649831673639887,0.014021867165095514,0.01075077763085694,0.05443803420803772,0.016965995662068106,-0.0023114520903846775,0.019387138097267775,0.009645273046432395,-0.005049045821382589,0.11723771256250345,0.018697459862447904,0.011940552667883658,0.023728945803013435,0.006335710713833098,0.008160513264139732,0.03389709611165079,0.02373913016720497,5
woman at war,-0.0004313858868147946,0.01944547819965578,0.01342009342297562,0.03174228529840423,0.06505644464164906,-0.015431115108944765,-0.011418439532950575,0.02925728775340805,0.006200275251035475,-0.004700322418349112,0.03465267969153865,0.00749038346171102,0.029793929515814943,-0.010642567608899839,-0.01948076164411014,0.017353184579462694,0.06540696993661527,-0.019801729738150753,0.02207975439017376,0.041440126957238116,0.02303763227604458,-0.04100379561450637,-0.021448691903673628,0.036085822225459224,-0.03664650148827919,0.03426179253946754,0.006523968055306417,-0.006256952321649051,0.005142413519433314,0.0016696745934320356,4
angel has fallen,-0.008550914276337196,0.08431773874356538,0.08578148189344392,0.15795165670555184,0.0010093563982454257,0.0211792792726333,0.08567973284623837,0.0703181709304807,0.24916654768784827,-0.05959500652975799,0.024888463235854974,0.16961104214650746,0.04557506288605373,0.09020397984914566,0.026455672196845165,0.09822234525819099,-0.09586215970857215,-0.02761015220982685,0.033563996936665536,0.11614946621303016,0.18064065855733472,0.06850349163680894,0.07009466659220168,0.1648063840353715,-0.014736243104588598,0.05570989120620831,0.052121662130860114,0.09398528652016971,0.07761665948610194,0.05407922336274529,1
badla,0.08526469567214251,0.07775947481006534,0.04044967143690428,0.07180167581281238,0.13759048571768479,0.012843839291365455,0.014499058459443381,0.061028037361877424,0.05610052214732805,0.010949915172917907,0.020770596306120076,0.0070820475303020325,0.0873551694169171,0.05556366511637864,-0.01983128200769585,0.08160895211519528,0.07080370921386947,-0.026607836512704097,-0.009869408383846673,0.0904307288710886,0.045200322384511854,0.0056684886632912546,0.0691727144503243,0.04320757776616546,0.014880693677786633,0.08137248603530359,0.03001035841051164,0.05317102478419636,0.06527072912957668,0.08160783085142037,3
crawl,0.07491989645101652,0.3328307783487959,0.025419465220975407,0.12116535966539993,0.10532593251305349,0.07407906580448943,-0.034535990996159074,-0.019640141418019702,3.698245145417056e-05,-0.061391947308994305,0.08107897489718327,-0.05158873339435799,0.017301806244241547,0.03452159085249762,-0.07533970411174387,-0.004129664224519242,-0.039285012371831435,-0.050410861031058324,0.08206092981567217,-0.03653898205994541,0.06822989057482393,0.06345013682109246,0.04660013952776387,0.07385370994513558,-0.15224544393593792,-0.008254673695747616,-0.1255898355882191,0.20101932122472452,0.07784744169651742,0.019577563531370495,13
john wick: chapter 3,0.054426369032063715,-0.023388647824880482,-0.0411671131491447,-0.052825506698562424,-0.05807313253224,0.003936238875779069,0.06430660043114991,-0.023395292900741715,-0.03840764435396657,-0.04310557955754607,0.010951653244119564,-0.002900772961060283,0.00334189489609249,-0.020712731652157146,-0.022233122408870848,0.027841979343935286,-0.03247697580513076,-0.004516698058275315,-0.01790190918643017,-0.07978541796511962,0.027330778343208767,0.025403271096992225,-0.027168496600985553,-0.0147117886088875,-0.05120253732826979,-0.007755442990736133,-0.026139762844390263,0.01684038614698488,0.0017652588540304492,-0.005359014457150368,13
junglee,0.06213556397448991,0.07222389958888398,0.10990462997242276,0.06747897821951315,0.09380712049559559,0.05751252658527173,0.03651360820500729,0.07439667143568215,0.0903477228446593,0.027008282303486703,0.046482067297945906,0.041938296700337885,0.09741963456604513,0.09214667399904769,-0.025467953152197853,0.07803098213816839,0.036930901180887044,-0.0513535432653891,0.019389374205196153,0.04800755348505942,0.04168917976434122,0.016036423509163816,0.06111620678418578,0.05318030245076069,0.046182516809355256,0.07472034390261845,0.039066670534531556,0.03268303344677814,0.06909277518291485,0.09953105560071193,2
midsommar,0.014993529787352577,-0.03889779352687467,0.0031089490468966807,0.11355356212159362,0.12522635344250008,0.021274344870690604,-0.008591015199815727,0.060212756108250665,-0.011266239921940924,0.007378073724864237,-0.0339813591932297,0.008783630540638215,0.025008636753076824,0.045415855603510275,-0.017618670213577797,0.07523777769933956,0.06865371397847117,-0.0272401044232721,-0.09354838103899452,0.06512426971659352,-0.0622539768847013,-0.07921544909058495,0.18548337901162015,-0.02110918246200774,0.11978205051946117,0.05964862043826791,-0.005190389182325839,-0.07680441704968555,-0.019105760446858244,0.14419886864969952,4
pet sematary,0.12564796889087568,-0.01434707991981407,0.0009485302027270603,0.06225092599666024,0.07076070771638987,0.12376192669701272,0.10485964640146167,-0.07494186908864525,-0.05980684759456842,0.10578652066481958,0.09848657083364762,0.032926245425149214,-0.0020366582517044596,0.06519894021316991,-0.017458703739017062,0.0115112820635217,0.12197047072006509,-0.07978750591235426,0.08757987328420166,-0.051864326640939235,0.032281902605007684,-0.07174249999977853,0.1467266311076096,-0.05890717662998393,0.06176612281182109,-0.024616473241389908,0.024628553166034656,0.05366645922502852,-0.03226546648438933,0.021112509105993854,5
stuber,0.11125565083428052,0.10660948367239567,0.04141072532617346,0.17207023580490505,-0.05239437527197835,-0.005815785363812748,0.13477180070401415,0.05941599029286704,0.07315088826367566,-0.023762947381435973,-0.041045206159396774,0.034215401790195665,0.05794671116232494,-0.031491725951984906,0.03549840411830074,0.0406291768534279,0.06345566538406117,0.0355107119565872,-0.04090316354855654,0.08606044657341438,0.001768059315168491,-0.039459045686295116,0.14466883727183882,0.02071956082819229,0.06251230691552992,0.011262956228957205,-0.003984174782415195,0.056233448928335844,-0.04486867072805373,0.09543219341203574,5
the intruder,0.10911435708724702,0.06284658145972238,0.06899255705588489,0.041689226145459085,0.03835474668005137,0.0322601327479282,0.07178681354679398,-0.02896784525064683,0.049395577740037055,-0.015692665639907843,0.02275156804511036,0.09958212742223715,0.036849459837797444,0.03881784939689306,-0.08123278618181923,0.017060178478833593,0.06071173226897353,-0.08415862428573129,0.04177661381224744,0.03827438937318367,0.09638087175994432,0.0245060184302498,0.05096642177909863,0.07393243905007237,-0.03618892841291868,0.04034771270812676,0.000531228886624241,0.10252907294295452,0.046899490918889786,0.03405894305472426,1
triple threat,0.056705534092156284,0.06525114624584934,0.06291323519806152,0.051158419224077586,-0.0016249208579809937,0.0515475446965363,0.04649940605055025,0.08309677510469932,0.013562896863344054,-0.027040424115047784,0.02156016386167585,0.01930462286973908,0.08042481525063944,0.08406634542945729,-0.021843918272983154,0.03766973899101529,-0.01281536679448081,-0.02642950474326,0.059511658220120306,0.05867838477651123,0.0381563041526381,0.012369689382173393,0.09472274775497633,0.08600167146902996,-0.0069450937948182245,0.04447547444340466,0.006888920703443713,0.026857216011509366,0.06194639731886031,0.03137594302418742,1
bad santa,-0.011704774049286992,-0.012449332534570146,0.014484262044844515,-0.02703898593807494,-0.02997696997704702,-0.019431845442480805,0.023147690227915158,-0.04053400183869693,0.011609296304193356,0.0007113884613253463,-0.04102334944181263,0.02843464187550121,-0.046069521321646656,-0.058177922966513806,-0.05698139059442056,-0.05078171958385247,-0.01596127406932868,-0.042598620082742955,-0.06872384909958049,-0.06218071528466662,0.0280669313516331,0.07066301802558675,-0.07213035586439945,-0.05142821753145138,0.0012158906738578001,-0.07053177173817962,0.06772342939026357,0.09559585910010696,-0.03520118257766652,-0.07151715729093161,13
bridget jones's diary,-0.03384340291455612,-0.017805806772713928,-0.008664181886877814,-0.04980538377025048,0.001305582132329619,-0.03769008221783779,-0.06690189355803247,-0.06529757665519298,-0.07200016424908626,0.07439145735906263,-0.07784960299865135,-0.052107057366470755,-0.05225428012780681,-0.06789789021525078,0.021173806536745138,-0.02375725961899322,0.03751354086794659,0.0640628955141439,-0.03003374215907842,0.025230813927936135,0.00597002266921115,-0.016655337532185205,-0.010446981343596895,-0.031022514433688197,0.07726866926292145,-0.09958173732924994,0.0341977520114983,-0.07914936940979075,-0.11571451781495612,-0.006878553381806651,17
bridget jones: the edge of reason,0.04635600511348237,0.017252763812748956,0.014740242905202594,0.042703335755645694,-0.0005169183812402112,0.0655163664086369,0.003331179704088194,-0.02745959949619417,0.013119051096671136,0.01189671856003141,0.003640177657634247,-0.005846376395023112,-0.005880867728358913,-0.018956191649856874,-0.02181171963549655,-0.006591554277734085,0.013430522547117713,-0.008378216816656042,0.010514719546834833,0.04990023333785967,-0.02880451806188633,0.03757813959809289,0.04406672590174607,-0.0003618788456922206,0.034327584101794845,-0.0440935270239915,-0.008062454317340872,-0.01121181846896388,-0.0370356813818776,0.023801063753937785,12
my big fat greek wedding,-0.10648987994157022,-0.08611958766594602,-0.007670095468713861,-0.14458020521548645,-0.03565797689026301,-0.06768086553711464,-0.10191563731980197,-0.05836398342067983,-0.03751266030485548,-0.005368370871627115,-0.040314017838889604,-0.11658370216291636,-0.06001996503714602,-0.12094902763428794,0.054705173813107105,-0.10449818899799107,0.007067315607103941,0.06211583369644613,0.046202963929141555,-0.07823615820111707,-0.04129635964987852,0.007317798395332059,-0.11191891485927266,-0.06930446789118322,0.018366514253154664,-0.12641952014185742,-0.0506068548332963,-0.15635276214336735,-0.1252162432189271,-0.09862692669612483,20
paul blart: mall cop,-0.05412793134065719,-0.05167316903854924,-0.023866139019731752,-0.10458132203488404,-0.07517455957229124,-0.03885603464323942,-0.04612482464905124,0.05769218698839251,-0.0038631468636020905,-0.09638009667289416,0.02566853540986047,0.055588825379658036,0.007846897158116484,0.030725003841917564,-0.03243359060939352,-0.05450112643044397,-0.12259082891494488,-0.023457791526518723,0.08552485719384342,-0.02818445899618438,-0.0032890484897497296,0.09799028256109335,-0.11821153048969038,-0.036900536188726074,-0.051223663542347586,0.019887994270396808,-0.10218655066909257,0.05192650194676138,0.04806540504930401,-0.04443918776754985,10
pirates of the caribbean: at world's end,-0.08989498684150499,-0.07114756397401195,0.017513337812082114,-0.10248983168676526,-0.10620047634705926,0.001359067825622312,-0.041478985083675285,-0.05097125246551526,-0.055168982180819975,-0.04506429610856222,0.006172271759871062,-0.038453985488946574,-0.04568596405814945,-0.06959574953249958,-0.07292714428289229,-0.019939260692011573,-0.10254055577730864,-0.014502205138920976,0.06641533359827348,-0.06186002348527203,-0.015745145119851006,0.10138356373758187,-0.14493037872048198,-0.004246678811966276,-0.07301988130619896,-0.06961316032043322,-0.02353407560133211,0.023520777291821143,-0.013128209989285211,-0.060102363855504104,19
pirates of the caribbean: dead man's chest,-0.05584176676344321,-0.08858447962634658,-0.029218214292715816,-0.11181975554177659,-0.0991782509111272,-0.05389116945368849,-0.04730471266415087,-0.029816444078327176,-0.031918983472833506,-0.06336399075128413,-0.02051809256334375,-0.05412561099787355,-0.07529469544752432,-0.05379147089689884,0.0014649124382046241,-0.08996888613063153,-0.10642255329993189,-0.010059952054175314,-0.013554004608112402,-0.08963664607648297,-0.018942106355973487,0.060815786782536435,-0.09278960717508533,-0.05945893166166838,-0.05925072241539936,-0.10256792080696109,-0.04260152762475977,-0.027464316354540164,-0.02735105405976851,-0.0747733232181611,19
super troopers,0.0316917259265328,0.004847179536877022,-0.03907800811549936,-0.0008316289229249596,-0.01827359997010447,0.02867088161795056,0.0478560761003477,-0.006179696290243231,-0.03791655862183255,0.011223370786008158,-0.04055619230772106,-0.03418558547224321,-0.02251989039697927,-0.02867550933692775,0.005846543943218957,-0.034902652166274195,-0.07891614026709232,-0.005451139255469917,-0.10172017970090944,0.00904347946555556,0.006380347778447593,-0.006542167872318344,-0.01563937123301204,-0.05393367283900369,-0.023147775751839128,0.026082121245891737,0.04610929394105023,0.03471106110508018,-0.0003354181180642013,0.011490573265137527,11
the big lebowski,-0.14115812794134736,-0.15755092848192587,-0.16810560255417548,-0.11873083718537367,-0.09058455737979892,-0.13044176017617912,-0.05517926902137957,-0.06509023422308957,-0.0986943365684296,-0.0042901990828642655,-0.14245226664557603,-0.1749643245490658,-0.12394497299282375,-0.11561918730311999,0.16068321291123547,-0.026876660262631136,-0.03109521666082904,0.16014299778040597,-0.17249678610777183,-0.1512686245539025,-0.11083972102542652,-0.09673826444037917,-0.09196895470859437,-0.127419696281588,0.042912007962443044,-0.0603098345920596,0.03728012373435727,-0.14307398260544843,-0.12717238423013394,-0.09863682004342056,15
vacation,-0.0049237415443822985,-0.02337061904399862,-0.06320713274726178,-0.04412001649856659,0.034356390146300986,-0.05048638827311777,-0.008452673241262892,0.05840170079167578,-0.030773290282394755,-0.03884239415472046,-0.003398677097609326,-0.02974569413166056,0.021377995962647056,0.03772659624202973,0.008627288008177497,0.052546830743957496,-0.022727509766658827,0.014246938204844628,-0.03095011889444929,-0.03245059855059701,0.01156556702841674,-0.0031099121369530802,0.059591234479069805,-0.029894000121023334,-0.023346205832113165,0.04450648610660299,0.008549604161921714,-0.0499805286194743,0.016972787844878878,-0.0410009790732469,9
zoolander,0.06000861416928627,0.005257520178858055,-0.018579703224277683,-0.007244700175776803,0.023571399477381683,0.03049583547665699,0.055818834900949604,-0.10030967262407886,-0.07628026302569388,0.1059473854815004,-0.10040267771757655,-0.04187245508469234,-0.06590570451383465,-0.07901040609849158,0.06251240800540667,-0.07862412638094934,0.06229167308230166,0.015254839825315114,-0.10908302643804094,0.02311382024169384,0.017811193184880142,-0.06413118853850777,-0.0058425368436839376,-0.029950897965046075,0.08140998436324087,-0.05619666258031278,0.08431644238332839,-0.0054881365807746,-0.07568216003957307,0.0257232277279128,11
a bad moms christmas,0.08733454154630879,0.05450791522566195,0.04721343480330195,0.019825375705325388,0.04812198539382981,0.08631483296070469,0.04458222636630069,-0.00785026902323635,0.027272673010180354,0.022470833548965424,0.015429847161080174,0.07461201421977631,-0.0068193571836647204,0.024871355601417067,-0.09696334764956333,0.009709066480161205,0.019689967896645177,-0.07806226520801307,-0.014496807996491251,0.05621974336778912,0.06601467736739144,0.008556374924933247,0.010091924690370319,0.06280869703223046,0.0015426699562910706,0.022195983183705997,-0.004353710398898203,0.09088368037099714,0.01528434201296508,0.029244479238254573,1
a dog's purpose,-0.053353733721469954,-0.049755932977844364,0.020283765350297717,-0.0937564129391669,-0.12057908071722279,-0.0464257887147749,-0.07859504470567855,0.04035515067085266,0.030073495836402703,-0.09152898471242882,0.061974584548449396,-0.045844869879691885,-0.024885476810100893,0.011305873562516888,-0.01277403447278988,-0.011276730969182636,-0.06594543829997612,0.016357164467517282,0.06987896659834572,-0.04835594331031645,-0.0043021995152043024,0.06952565230114785,-0.08813117590323824,0.00011632086992541257,-0.07455962910267705,-0.024985356385821084,-0.11753967268342178,0.0018320255621351034,0.005703169816389797,-0.1291216564980785,19
a hologram for the king,0.017683832839502783,0.05596534880018253,0.013130200783987966,0.05068047558036315,0.04000381829503857,-0.010689131872835461,0.0029033677692404947,0.037241258490104207,0.07691072465752652,0.0016672488464295754,0.016868092685104308,0.00825006813766238,0.06629433697262233,0.04413828033440456,-0.02308335901640135,0.06292307100028696,0.03869094400237255,-0.02105060058794525,-0.020239916977467853,0.0563712451098583,-0.008593263385185346,-0.04371145504388467,0.09160720941078843,0.005274412151797692,0.02049125192328216,0.051080248442313875,0.006493299519074458,-0.01118233292153506,0.035313363499924866,0.05354393720887346,3
a la mala,0.05889069860775886,0.08978056247223984,0.07935591691808802,0.08685121092394768,0.08219428388151798,0.06232384667095359,0.032714156590759075,0.06397957417729924,0.055826960408043136,0.035126911438011194,0.009587155885712517,0.024559518284735904,0.10369348453352001,0.07248723041015007,-0.02006690736698516,0.06861796326223457,0.0704203232765768,-0.03353810177168495,0.015833506887654725,0.07118148906556243,0.03240733497552706,-0.02268137642342516,0.08760809073302256,0.05541175704384507,0.0037684637544693478,0.06483126227639563,0.0006374208745148491,0.03406347945374302,0.0511118547116787,0.0645751854461511,2
absolutely fabulous: the movie,0.06939096427750899,0.05484789742444511,0.0005918253453552624,0.06960365998314297,0.07875441386957732,0.03904458772737415,0.060414968135003855,0.0157737882193357,0.07430046157976791,0.06215812081717559,-0.0328007028907068,0.028125770519887586,0.00853530664333732,0.012829962718252957,0.01655207602194972,0.012548988995621957,0.03714415648131242,0.0005008699235591607,-0.01659110295630853,0.051841497861256566,0.0305814086067613,-0.022941686796517397,0.07959290467411725,0.005822653340624179,0.06577471137660229,0.029263202294842305,0.04722573080449817,0.009044084065844005,0.000558858981919319,0.0802672601105236,3
american ultra,0.07102858454917377,0.043164866034659355,0.020633754302625484,0.09911472981167513,0.09759461868907915,0.0476951767735595,0.040906983540746594,0.0427399312042446,0.057318591840330446,0.009435473599938515,0.004891564419365224,0.024419936149299104,0.039964563719942725,0.0592429362547347,-0.021524786683623426,0.06714211081750543,0.07558214055259321,-0.0584472905372701,0.0070335095785970525,0.07888472895192886,0.024347394392450483,-0.023226663371094247,0.10705782711420775,0.044261970613166446,0.03459905704511304,0.06349334752978353,0.032155094085682956,0.06151382808524172,0.02105659650632144,0.08308806161895682,2
bad moms,0.07301264192536847,0.1259096498701447,0.07229107504189894,-0.006123800450025724,0.01568706626785671,0.08595391189182286,0.03824468342726234,-0.06201354227800976,-0.02617760265591959,0.030622361305292556,0.005549040001830319,0.08746013719270235,-0.020694324177549184,-0.015388460893544453,-0.09888608301202223,-0.05276435566442711,-0.02182513486409976,-0.0862158715504156,0.005004003591195932,0.0331065659957443,0.06108459370863875,0.05910260919195262,0.010906960777181424,0.05023173633925987,0.013858186874279699,-0.039896526416913186,-0.014922783271624468,0.03216289615623705,-0.050711936061605345,-0.0028051146247878855,12
bad santa 2,0.05895755905644412,-0.0036493495662970887,0.0025227232492855134,0.01598108891583286,-0.01589270003834181,0.0656977375674507,0.05884740710154995,0.014270264377479858,0.0207404248996004,-0.002586555885515096,0.013242301400158418,0.08891962224509614,0.040293642395765994,-0.04422282617737189,-0.07387326141475895,0.02362878547800018,-0.08976408287853305,-0.06211279110457013,0.04076796390387155,0.024753969976301138,0.06719128878168812,0.08412088962958866,0.0009309752352431311,0.06457145503736214,-0.03279264947148436,0.007816484235554227,0.03865328220925349,0.08953183058215128,0.013370810785692466,-0.014297967391835698,6
